id,accession_number,title,artist,date,medium,department,culture,type,api_description,did_you_know,image_url,url,scraped_description,mood,subject,style_period,text_for_embedding,embedding_index
315934,2018.258,"Still Life with Meat, Fish, Vegetables, and Fruit","Jacob van Hulsdonck (Flemish, 1582–1647)",c. 1615–20,"Oil on panel, the reverse prepared with gesso",European Painting and Sculpture,Flanders,Painting,"Jacob van Hulsdonck depicted a colorful array of foods, and tablewares ranging from an earthenware trencher to delicate Chinese porcelain—an expensive luxury made possible by international trade. For seventeenth-century viewers, the quantity and variety of foods would have represented a utopian world without scarcity or hunger. Partially eaten food and an overturned glass suggest that diners have just departed, leaving insects to explore the remains.","Hulsdonck thoughtfully included condiments here: butter, lemon, parsley for the trotters, and a dab of mustard for the ham.",https://openaccess-cdn.clevelandart.org/2018.258/2018.258_web.jpg,https://clevelandart.org/art/2018.258,"Jacob van Hulsdonck depicted a colorful array of foods, and tablewares ranging from an earthenware trencher to delicate Chinese porcelain—an expensive luxury made possible by international trade. For seventeenth-century viewers, the quantity and variety of foods would have represented a utopian world without scarcity or hunger. Partially eaten food and an overturned glass suggest that diners have just departed, leaving insects to explore the remains.",joyful,still life,old masters (before 1800),"Still Life with Meat, Fish, Vegetables, and Fruit. by Jacob van Hulsdonck (Flemish, 1582–1647). Oil on panel, the reverse prepared with gesso. Flanders. Painting. Jacob van Hulsdonck depicted a colorful array of foods, and tablewares ranging from an earthenware trencher to delicate Chinese porcelain—an expensive luxury made possible by international trade. For seventeenth-century viewers, the quantity and variety of foods would have represented a utopian world without scarcity or hunger. Partially eaten food and an overturned glass suggest that diners have just departed, leaving insects to explore the remains.. Hulsdonck thoughtfully included condiments here: butter, lemon, parsley for the trotters, and a dab of mustard for the ham.. mood: joyful. subject: still life. style: old masters (before 1800)",333
84371,2020.106,The Pink Cloud,"Henri-Edmond Cross (French, 1856–1910)",c. 1896,oil on canvas,Modern European Painting and Sculpture,"France, 19th century",Painting,"Due to his diagnosis of persistent rheumatism, Henri-Edmond Cross left Paris in 1891 and settled in the seaside village of Saint-Clair on the Mediterranean coast where the climate was more temperate. He expressed his enthusiasm for the French Riveria to his mother, “In the distance, the blue silhouette of the Maures and the Estérel—I have enough here to keep me busy all of life—I have just discovered happiness.” Once he had settled in the south, Cross adopted the Neo-Impressionist technique of Pointillism—applying paint in small dots or dashes of complementary colors that mix in the beholder’s eye to create an intense sensation of color and light. Here, a spectacular cloud is illuminated by the sunset. A pair of cypress trees link the garden landscape below to the vivid sky above.","Drawn to the beauty of the landscape and the climate that improved his chronic rheumatism from its state in Paris, Cross moved to the south of France where he made a home with his wife, Irma Clare, in Saint-Clair, a small village near the coast.",https://openaccess-cdn.clevelandart.org/2020.106/2020.106_web.jpg,https://clevelandart.org/art/2020.106,"Due to his diagnosis of persistent rheumatism, Henri-Edmond Cross left Paris in 1891 and settled in the seaside village of Saint-Clair on the Mediterranean coast where the climate was more temperate. He expressed his enthusiasm for the French Riveria to his mother, “In the distance, the blue silhouette of the Maures and the Estérel—I have enough here to keep me busy all of life—I have just discovered happiness.” Once he had settled in the south, Cross adopted the Neo-Impressionist technique of Pointillism—applying paint in small dots or dashes of complementary colors that mix in the beholder’s eye to create an intense sensation of color and light. Here, a spectacular cloud is illuminated by the sunset. A pair of cypress trees link the garden landscape below to the vivid sky above.",,,,"The Pink Cloud. by Henri-Edmond Cross (French, 1856–1910). oil on canvas. France, 19th century. Painting. Due to his diagnosis of persistent rheumatism, Henri-Edmond Cross left Paris in 1891 and settled in the seaside village of Saint-Clair on the Mediterranean coast where the climate was more temperate. He expressed his enthusiasm for the French Riveria to his mother, “In the distance, the blue silhouette of the Maures and the Estérel—I have enough here to keep me busy all of life—I have just discovered happiness.” Once he had settled in the south, Cross adopted the Neo-Impressionist technique of Pointillism—applying paint in small dots or dashes of complementary colors that mix in the beholder’s eye to create an intense sensation of color and light. Here, a spectacular cloud is illuminated by the sunset. A pair of cypress trees link the garden landscape below to the vivid sky above.. Drawn to the beauty of the landscape and the climate that improved his chronic rheumatism from its state in Paris, Cross moved to the south of France where he made a home with his wife, Irma Clare, in Saint-Clair, a small village near the coast.",334
95275,1916.1047,Willows and Farmhouse at Sainte-Catherine-lès-Arras,"Jean Baptiste Camille Corot (French, 1796–1875)",1871,oil on fabric,Modern European Painting and Sculpture,"France, 19th century",Painting,"With its quiet water and sky, fluffy trees, and other foliage flecked with light, this picture exemplifies the style that won Corot success with a wide public. It was painted during the artist's stay at Arras (about 100 miles north of Paris) in 1871.",Corot began his career as a draper and his exposure to the colors and textures of fabrics helped him develop an astute aesthetic sense.,https://openaccess-cdn.clevelandart.org/1916.1047/1916.1047_web.jpg,https://clevelandart.org/art/1916.1047,"With its quiet water and sky, fluffy trees, and other foliage flecked with light, this picture exemplifies the style that won Corot success with a wide public. It was painted during the artist's stay at Arras (about 100 miles north of Paris) in 1871.",,,,"Willows and Farmhouse at Sainte-Catherine-lès-Arras. by Jean Baptiste Camille Corot (French, 1796–1875). oil on fabric. France, 19th century. Painting. With its quiet water and sky, fluffy trees, and other foliage flecked with light, this picture exemplifies the style that won Corot success with a wide public. It was painted during the artist's stay at Arras (about 100 miles north of Paris) in 1871.. Corot began his career as a draper and his exposure to the colors and textures of fabrics helped him develop an astute aesthetic sense.",335
157217,1994.10,Charity,"Abraham Bloemaert (Dutch, 1566–1651)",c. 1590,oil on wood,European Painting and Sculpture,"Netherlands, late 16th Century",Painting,"Abraham Bloemaert drew on traditional depictions of the Virgin and Child for this allegorical image of Charity: a woman surrounded by children, one an infant for whom she has bared her breast. Bloemaert was one of the leading proponents of the Mannerist style in the Northern Netherlands. Characteristics of that style include exaggerated figural proportions, contorted poses, heightened colors, densely packed compositions, and a deliberate eroticism—invoked here to emphasize the magnetic quality of Charity’s serene beauty.",Charity is almost always personified as a woman with children.,https://openaccess-cdn.clevelandart.org/1994.10/1994.10_web.jpg,https://clevelandart.org/art/1994.10,"Abraham Bloemaert drew on traditional depictions of the Virgin and Child for this allegorical image of Charity: a woman surrounded by children, one an infant for whom she has bared her breast. Bloemaert was one of the leading proponents of the Mannerist style in the Northern Netherlands. Characteristics of that style include exaggerated figural proportions, contorted poses, heightened colors, densely packed compositions, and a deliberate eroticism—invoked here to emphasize the magnetic quality of Charity’s serene beauty.",,,,"Charity. by Abraham Bloemaert (Dutch, 1566–1651). oil on wood. Netherlands, late 16th Century. Painting. Abraham Bloemaert drew on traditional depictions of the Virgin and Child for this allegorical image of Charity: a woman surrounded by children, one an infant for whom she has bared her breast. Bloemaert was one of the leading proponents of the Mannerist style in the Northern Netherlands. Characteristics of that style include exaggerated figural proportions, contorted poses, heightened colors, densely packed compositions, and a deliberate eroticism—invoked here to emphasize the magnetic quality of Charity’s serene beauty.. Charity is almost always personified as a woman with children.",336
139830,1963.588,Cottages in a Misty Grove in Autumn,"Li Anzhong (Chinese, active first half of the 1100s)",1117,Album leaf; ink and color on silk,Chinese Art,"China, Northern Song dynasty (960-1127)",Painting,"This leaf is an early example of a new mode in landscape painting expressed in vistas of water-rich scenery that developed since the 900s. Li Anzhong, a court artist during the 1100s, witnessed the transition of the capital from Kaifeng across the Yangzi River to Hangzhou.",This painting showcases a delicate painting technique and an intimate view.,https://openaccess-cdn.clevelandart.org/1963.588/1963.588_web.jpg,https://clevelandart.org/art/1963.588,"This leaf is an early example of a new mode in landscape painting expressed in vistas of water-rich scenery that developed since the 900s. Li Anzhong, a court artist during the 1100s, witnessed the transition of the capital from Kaifeng across the Yangzi River to Hangzhou.",,,,"Cottages in a Misty Grove in Autumn. by Li Anzhong (Chinese, active first half of the 1100s). Album leaf; ink and color on silk. China, Northern Song dynasty (960-1127). Painting. This leaf is an early example of a new mode in landscape painting expressed in vistas of water-rich scenery that developed since the 900s. Li Anzhong, a court artist during the 1100s, witnessed the transition of the capital from Kaifeng across the Yangzi River to Hangzhou.. This painting showcases a delicate painting technique and an intimate view.",337
173665,1915.461,Orchid Blossoms,"Martin Johnson Heade (American, 1819–1904)",1873,oil on canvas,American Painting and Sculpture,America,Painting,"At the time he created this work, Martin Johnson Heade had made three trips to Central and South America. As an outgrowth of these experiences, he made a large number of paintings of birds and flowers, especially orchids, in a tropical setting.","Ten years after painting <em>Orchid Blossoms</em>, artist Martin Johnson Heade married at the age of 64.",https://openaccess-cdn.clevelandart.org/1915.461/1915.461_web.jpg,https://clevelandart.org/art/1915.461,"At the time he created this work, Martin Johnson Heade had made three trips to Central and South America. As an outgrowth of these experiences, he made a large number of paintings of birds and flowers, especially orchids, in a tropical setting.",,,,"Orchid Blossoms. by Martin Johnson Heade (American, 1819–1904). oil on canvas. America. Painting. At the time he created this work, Martin Johnson Heade had made three trips to Central and South America. As an outgrowth of these experiences, he made a large number of paintings of birds and flowers, especially orchids, in a tropical setting.. Ten years after painting <em>Orchid Blossoms</em>, artist Martin Johnson Heade married at the age of 64.",338
143776,1968.213,Clouds and Waves at the Wu Gorge,"Xie Shichen (Chinese, 1487–after 1567)",c. 1547–67,hanging scroll; ink and light color on paper,Chinese Art,"China, Ming dynasty (1368–1644)",Painting,"This dramatic landscape was probably painted after Xie Shichen returned from a journey in 1547 that took him through various provinces of China, including Sichuan Province in southwest China and sailing the Yangzi River. The composition from a high vantage point offers a view deep into the Wu Gorge where rolling waves put a ship in peril. The scale and composition of this landscape, which was inspired by the majestic mountain scenery in Sichuan Province, as well as Xie’s vigorous brushwork, are exceptional.",This large painting was likely created for a wealthy or powerful family's grand hall to impress their visitors.,https://openaccess-cdn.clevelandart.org/1968.213/1968.213_web.jpg,https://clevelandart.org/art/1968.213,"This dramatic landscape was probably painted after Xie Shichen returned from a journey in 1547 that took him through various provinces of China, including Sichuan Province in southwest China and sailing the Yangzi River. The composition from a high vantage point offers a view deep into the Wu Gorge where rolling waves put a ship in peril. The scale and composition of this landscape, which was inspired by the majestic mountain scenery in Sichuan Province, as well as Xie’s vigorous brushwork, are exceptional.",,,,"Clouds and Waves at the Wu Gorge. by Xie Shichen (Chinese, 1487–after 1567). hanging scroll; ink and light color on paper. China, Ming dynasty (1368–1644). Painting. This dramatic landscape was probably painted after Xie Shichen returned from a journey in 1547 that took him through various provinces of China, including Sichuan Province in southwest China and sailing the Yangzi River. The composition from a high vantage point offers a view deep into the Wu Gorge where rolling waves put a ship in peril. The scale and composition of this landscape, which was inspired by the majestic mountain scenery in Sichuan Province, as well as Xie’s vigorous brushwork, are exceptional.. This large painting was likely created for a wealthy or powerful family's grand hall to impress their visitors.",339
145953,1971.16,The Five Hundred Arhats,"Wu Bin (Chinese, active c. 1591–1626)",1591–1626,Handscroll; ink and color on paper,Chinese Art,"China, Ming dynasty (1368–1644)",Painting,"More than 66 feet long, this handscroll depicts 447 <em>luohans</em>, 72 attendants, and the bodhisattva of compassion at its very end. Luohans (arhats in Sanskrit), disciples of the Buddha and protectors of the Buddha’s law, possess supernatural powers and take on myriad external appearances. The amusing assortment of characters are engaged in an array of religious, secular, and miraculous activities. The painter used stylistic features borrowed from earlier artists, carefully controlled lines, and refined coloring.<br>Wu Bin was a lay Buddhist and depicting this sort of image was part of a religious practice seeking understanding of the Buddha’s teaching.","Far advanced on the path to enlightenment, arhats have the capacity to tame tigers, free dragons, and to float on water or in the air.",https://openaccess-cdn.clevelandart.org/1971.16/1971.16_web.jpg,https://clevelandart.org/art/1971.16,"More than 66 feet long, this handscroll depicts 447 <em>luohans</em>, 72 attendants, and the bodhisattva of compassion at its very end. Luohans (arhats in Sanskrit), disciples of the Buddha and protectors of the Buddha’s law, possess supernatural powers and take on myriad external appearances. The amusing assortment of characters are engaged in an array of religious, secular, and miraculous activities. The painter used stylistic features borrowed from earlier artists, carefully controlled lines, and refined coloring.<br>Wu Bin was a lay Buddhist and depicting this sort of image was part of a religious practice seeking understanding of the Buddha’s teaching.",,,,"The Five Hundred Arhats. by Wu Bin (Chinese, active c. 1591–1626). Handscroll; ink and color on paper. China, Ming dynasty (1368–1644). Painting. More than 66 feet long, this handscroll depicts 447 <em>luohans</em>, 72 attendants, and the bodhisattva of compassion at its very end. Luohans (arhats in Sanskrit), disciples of the Buddha and protectors of the Buddha’s law, possess supernatural powers and take on myriad external appearances. The amusing assortment of characters are engaged in an array of religious, secular, and miraculous activities. The painter used stylistic features borrowed from earlier artists, carefully controlled lines, and refined coloring.<br>Wu Bin was a lay Buddhist and depicting this sort of image was part of a religious practice seeking understanding of the Buddha’s teaching.. Far advanced on the path to enlightenment, arhats have the capacity to tame tigers, free dragons, and to float on water or in the air.",340
159836,1997.148,Tiger Family,Unknown,late 1800s,hanging scroll; ink and color on paper,Korean Art,"Korea, Joseon dynasty (1392–1910)",Painting,"In deep mountains, a tigress, two cubs, and a leopard welcome the early morning sun. This is not merely a playful scene but a well calculated image with symbols of longevity (pine trees), prosperity (tigress and cubs), and good fortune (leopard). Traditionally, on New Year’s Eve, the image of a fearsome-looking tiger was pasted on entrance doors to ward off evil spirits. Conventional Korean tiger paintings often include frolicking magpies, but here, the crimson sun is placed behind a majestic pine. Through the sunrise and the details of the felines’ skin shines the artist’s keen interest in creating a realistic atmosphere.","A great number of tigers used to have live in the Korean peninsula. An old Chinese proverb says: “Korean people hunt tigers half of the year, and tigers hunt people other half of the year.”",https://openaccess-cdn.clevelandart.org/1997.148/1997.148_web.jpg,https://clevelandart.org/art/1997.148,"In deep mountains, a tigress, two cubs, and a leopard welcome the early morning sun. This is not merely a playful scene but a well calculated image with symbols of longevity (pine trees), prosperity (tigress and cubs), and good fortune (leopard). Traditionally, on New Year’s Eve, the image of a fearsome-looking tiger was pasted on entrance doors to ward off evil spirits. Conventional Korean tiger paintings often include frolicking magpies, but here, the crimson sun is placed behind a majestic pine. Through the sunrise and the details of the felines’ skin shines the artist’s keen interest in creating a realistic atmosphere.",,,,"Tiger Family. hanging scroll; ink and color on paper. Korea, Joseon dynasty (1392–1910). Painting. In deep mountains, a tigress, two cubs, and a leopard welcome the early morning sun. This is not merely a playful scene but a well calculated image with symbols of longevity (pine trees), prosperity (tigress and cubs), and good fortune (leopard). Traditionally, on New Year’s Eve, the image of a fearsome-looking tiger was pasted on entrance doors to ward off evil spirits. Conventional Korean tiger paintings often include frolicking magpies, but here, the crimson sun is placed behind a majestic pine. Through the sunrise and the details of the felines’ skin shines the artist’s keen interest in creating a realistic atmosphere.. A great number of tigers used to have live in the Korean peninsula. An old Chinese proverb says: “Korean people hunt tigers half of the year, and tigers hunt people other half of the year.”",341
146186,1971.79,"Prince and ascetics, from the Late Shah Jahan Album","Govardhan (Indian, active c.1596–1645)",c. 1630,"Gum tempera, ink, and gold on paper",Indian and Southeast Asian Art,"India, Mughal court, reign of Shah Jahan (1628-1658), Mughal Dynasty (1526-1756)",Painting,"Most paintings in the Late Shah Jahan Album were commissioned specifically for the album, but some older finished works were chosen to be incorporated; they were removed from their original housings and inserted into the new borders. This painting of a Mughal prince visiting a Sufi holy man in his cave dwelling is one example, chosen probably because it underscores the importance of the religious dimension of Mughal life. The conch on the ground before the ascetic is blown at the beginning of prayer, which in the Sufi tradition is often sung to the accompaniment of music. The pair of ducks in the foreground imply the harmonious union of the spiritual and temporal in the Mughal realm. Mendicant Islamic ascetics fill the borders on this page, except for the one noble retainer standing by the prince.","The holy man sits under a tree, an ancient Indian place of honor.",https://openaccess-cdn.clevelandart.org/1971.79/1971.79_web.jpg,https://clevelandart.org/art/1971.79,"Most paintings in the Late Shah Jahan Album were commissioned specifically for the album, but some older finished works were chosen to be incorporated; they were removed from their original housings and inserted into the new borders. This painting of a Mughal prince visiting a Sufi holy man in his cave dwelling is one example, chosen probably because it underscores the importance of the religious dimension of Mughal life. The conch on the ground before the ascetic is blown at the beginning of prayer, which in the Sufi tradition is often sung to the accompaniment of music. The pair of ducks in the foreground imply the harmonious union of the spiritual and temporal in the Mughal realm. Mendicant Islamic ascetics fill the borders on this page, except for the one noble retainer standing by the prince.",spiritual,everyday life,non-western,"Prince and ascetics, from the Late Shah Jahan Album. by Govardhan (Indian, active c.1596–1645). Gum tempera, ink, and gold on paper. India, Mughal court, reign of Shah Jahan (1628-1658), Mughal Dynasty (1526-1756). Painting. Most paintings in the Late Shah Jahan Album were commissioned specifically for the album, but some older finished works were chosen to be incorporated; they were removed from their original housings and inserted into the new borders. This painting of a Mughal prince visiting a Sufi holy man in his cave dwelling is one example, chosen probably because it underscores the importance of the religious dimension of Mughal life. The conch on the ground before the ascetic is blown at the beginning of prayer, which in the Sufi tradition is often sung to the accompaniment of music. The pair of ducks in the foreground imply the harmonious union of the spiritual and temporal in the Mughal realm. Mendicant Islamic ascetics fill the borders on this page, except for the one noble retainer standing by the prince.. The holy man sits under a tree, an ancient Indian place of honor.. mood: spiritual. subject: everyday life. style: non-western",342
135273,1958.289,The Bird's Nest Patriarch,"Tawaraya Sōtatsu (Japanese, c. 1570–c. 1640)",early to mid-1600s,hanging scroll; ink on paper,Japanese Art,"Japan, Edo period (1615–1868)",Painting,"Tawaraya Sōtatsu’s painting was inspired by a 1602 Chinese book that featured images of legendary Chinese Buddhist experts and Daoist sages. The monk portrayed here is Niaoge, which literally means “Bird’s Nest.” He was a Zen practitioner who favored the isolation of treetops, from which he offered advice to the perplexed. The posture of the single figure suggests a dialogue with someone below. Sōtatsu was a master of the “boneless” (<em>mokkotsu</em>), or un-outlined, style of ink painting that relies on layered pools of ink wash for effect.",This painting is based on the 1602 illustrated publication <em>Marvelous Traces of Immortals and Buddhas</em> (Chinese: <em>Xianfo qizong</em>).,https://openaccess-cdn.clevelandart.org/1958.289/1958.289_web.jpg,https://clevelandart.org/art/1958.289,"Tawaraya Sōtatsu’s painting was inspired by a 1602 Chinese book that featured images of legendary Chinese Buddhist experts and Daoist sages. The monk portrayed here is Niaoge, which literally means “Bird’s Nest.” He was a Zen practitioner who favored the isolation of treetops, from which he offered advice to the perplexed. The posture of the single figure suggests a dialogue with someone below. Sōtatsu was a master of the “boneless” (<em>mokkotsu</em>), or un-outlined, style of ink painting that relies on layered pools of ink wash for effect.",,,,"The Bird's Nest Patriarch. by Tawaraya Sōtatsu (Japanese, c. 1570–c. 1640). hanging scroll; ink on paper. Japan, Edo period (1615–1868). Painting. Tawaraya Sōtatsu’s painting was inspired by a 1602 Chinese book that featured images of legendary Chinese Buddhist experts and Daoist sages. The monk portrayed here is Niaoge, which literally means “Bird’s Nest.” He was a Zen practitioner who favored the isolation of treetops, from which he offered advice to the perplexed. The posture of the single figure suggests a dialogue with someone below. Sōtatsu was a master of the “boneless” (<em>mokkotsu</em>), or un-outlined, style of ink painting that relies on layered pools of ink wash for effect.. This painting is based on the 1602 illustrated publication <em>Marvelous Traces of Immortals and Buddhas</em> (Chinese: <em>Xianfo qizong</em>).",343
109973,1928.580,Wisdom and Destiny,"Henry Keller (American, born Germany, 1869–1949)",1913,oil on canvas,American Painting and Sculpture,"America, Ohio, Cleveland",Painting,"Henry Keller championed modern art in Cleveland through lectures, teaching, and the example of his own work. <em>Wisdom and Destiny</em>, based on an essay by the Belgian writer Maurice Maeterlinck, features the two allegorical figures at the right, while a carefree shepherd at the left seems oblivious to their existence. The painting was featured in the famed Armory Show of 1913, a large-scale traveling exhibition often credited with introducing the American public to avant-garde art. Because of the critical success surrounding <em>Wisdom and Destiny</em>, Keller was commissioned to create a 70-foot mural of the composition for Cleveland City Hall. However, he resentfully withdrew from the project when asked to paint clothing on the nude figure.","Henry Keller's cousin once reminisced, ""He is the only noted artist who doesn’t smoke, that I ever heard of.""",https://openaccess-cdn.clevelandart.org/1928.580/1928.580_web.jpg,https://clevelandart.org/art/1928.580,"Henry Keller championed modern art in Cleveland through lectures, teaching, and the example of his own work. <em>Wisdom and Destiny</em>, based on an essay by the Belgian writer Maurice Maeterlinck, features the two allegorical figures at the right, while a carefree shepherd at the left seems oblivious to their existence. The painting was featured in the famed Armory Show of 1913, a large-scale traveling exhibition often credited with introducing the American public to avant-garde art. Because of the critical success surrounding <em>Wisdom and Destiny</em>, Keller was commissioned to create a 70-foot mural of the composition for Cleveland City Hall. However, he resentfully withdrew from the project when asked to paint clothing on the nude figure.",mysterious,religious-mythological,early modern (1900-1960),"Wisdom and Destiny. by Henry Keller (American, born Germany, 1869–1949). oil on canvas. America, Ohio, Cleveland. Painting. Henry Keller championed modern art in Cleveland through lectures, teaching, and the example of his own work. <em>Wisdom and Destiny</em>, based on an essay by the Belgian writer Maurice Maeterlinck, features the two allegorical figures at the right, while a carefree shepherd at the left seems oblivious to their existence. The painting was featured in the famed Armory Show of 1913, a large-scale traveling exhibition often credited with introducing the American public to avant-garde art. Because of the critical success surrounding <em>Wisdom and Destiny</em>, Keller was commissioned to create a 70-foot mural of the composition for Cleveland City Hall. However, he resentfully withdrew from the project when asked to paint clothing on the nude figure.. Henry Keller's cousin once reminisced, ""He is the only noted artist who doesn’t smoke, that I ever heard of."". mood: mysterious. subject: religious-mythological. style: early modern (1900-1960)",344
171588,2014.373,The Life of Buckingham,"Augustus Leopold Egg (British, 1816-c. 1863)",c. 1855,oil on board ,European Painting and Sculpture,"England, 19th century, Victorian",Painting,"<br>Augustus Leopold Egg’s The Life of Buckingham depicts a fictional moment in the debauched, roguish life of George Villiers (1628–1687), 2nd Duke of Buckingham (seated at the center, wearing white). Although the scene is invented, <br>the merrymakers and courtesans depicted around the table (among them King Charles II, to Buckingham’s right) were characters the duke would have personally known and were familiar to Victorian audiences who delighted in the <br>cautionary tale of excess.",,https://openaccess-cdn.clevelandart.org/2014.373/2014.373_web.jpg,https://clevelandart.org/art/2014.373,"<br>Augustus Leopold Egg’s The Life of Buckingham depicts a fictional moment in the debauched, roguish life of George Villiers (1628–1687), 2nd Duke of Buckingham (seated at the center, wearing white). Although the scene is invented, <br>the merrymakers and courtesans depicted around the table (among them King Charles II, to Buckingham’s right) were characters the duke would have personally known and were familiar to Victorian audiences who delighted in the <br>cautionary tale of excess.",,,,"The Life of Buckingham. by Augustus Leopold Egg (British, 1816-c. 1863). oil on board. England, 19th century, Victorian. Painting. <br>Augustus Leopold Egg’s The Life of Buckingham depicts a fictional moment in the debauched, roguish life of George Villiers (1628–1687), 2nd Duke of Buckingham (seated at the center, wearing white). Although the scene is invented, <br>the merrymakers and courtesans depicted around the table (among them King Charles II, to Buckingham’s right) were characters the duke would have personally known and were familiar to Victorian audiences who delighted in the <br>cautionary tale of excess.",345
124116,1945.115,Diptych with the Passion of Christ,Unknown,c. 1400,tempera and gold on wood oak,Medieval Art,"Austria, Styria, 15th century",Painting,"This diptych, or two-panel painting, is hinged at the center so that it could be opened and closed and easily transported. It was clearly designed as an object for private devotion. The owner would have been able to contemplate the Passion of Christ and pray before these scenes. The top two images depict Christ’s scourging at the pillar and the crowning of thorns, while the lower two show Jesus before Pontius Pilate and in the Garden of Gethsemane. The scenes would have been read clockwise beginning with the lower right. On the back of these panels are remnants of paintings that have since been scraped off.",This painting was probably not originally a diptych but part of a larger ensemble.,https://openaccess-cdn.clevelandart.org/1945.115/1945.115_web.jpg,https://clevelandart.org/art/1945.115,"This diptych, or two-panel painting, is hinged at the center so that it could be opened and closed and easily transported. It was clearly designed as an object for private devotion. The owner would have been able to contemplate the Passion of Christ and pray before these scenes. The top two images depict Christ’s scourging at the pillar and the crowning of thorns, while the lower two show Jesus before Pontius Pilate and in the Garden of Gethsemane. The scenes would have been read clockwise beginning with the lower right. On the back of these panels are remnants of paintings that have since been scraped off.",,,,"Diptych with the Passion of Christ. tempera and gold on wood oak. Austria, Styria, 15th century. Painting. This diptych, or two-panel painting, is hinged at the center so that it could be opened and closed and easily transported. It was clearly designed as an object for private devotion. The owner would have been able to contemplate the Passion of Christ and pray before these scenes. The top two images depict Christ’s scourging at the pillar and the crowning of thorns, while the lower two show Jesus before Pontius Pilate and in the Garden of Gethsemane. The scenes would have been read clockwise beginning with the lower right. On the back of these panels are remnants of paintings that have since been scraped off.. This painting was probably not originally a diptych but part of a larger ensemble.",346
147447,1973.185,"Portrait of a Woman, possibly Elizabeth Boothby","Cornelis Jonson (called Jonson van Ceulen) (British, 1593–1661)",1619,oil on wood,European Painting and Sculpture,"England, 17th century",Painting,"Research suggests that this portrait may depict Elizabeth Boothby (1590–1658), daughter of a prominent London merchant. The jewels in her hair, the silver thread and expensive lace adorning her silk gown, and even the faux marble oval surrounding her image are all signs of wealth and status. Although painted in England, this portrait reflects the traditions of Dutch portraiture, evidence of the fluid artistic exchange that existed between the two countries. Jonson was born in London, received his artistic training in Amsterdam, and spent the last 20 years of his career in the Dutch Republic.","For this prominent merchant's daughter, sparkling jewels and expensive lace were proud evidence of wealth.",https://openaccess-cdn.clevelandart.org/1973.185/1973.185_web.jpg,https://clevelandart.org/art/1973.185,"Research suggests that this portrait may depict Elizabeth Boothby (1590–1658), daughter of a prominent London merchant. The jewels in her hair, the silver thread and expensive lace adorning her silk gown, and even the faux marble oval surrounding her image are all signs of wealth and status. Although painted in England, this portrait reflects the traditions of Dutch portraiture, evidence of the fluid artistic exchange that existed between the two countries. Jonson was born in London, received his artistic training in Amsterdam, and spent the last 20 years of his career in the Dutch Republic.",,,,"Portrait of a Woman, possibly Elizabeth Boothby. by Cornelis Jonson (called Jonson van Ceulen) (British, 1593–1661). oil on wood. England, 17th century. Painting. Research suggests that this portrait may depict Elizabeth Boothby (1590–1658), daughter of a prominent London merchant. The jewels in her hair, the silver thread and expensive lace adorning her silk gown, and even the faux marble oval surrounding her image are all signs of wealth and status. Although painted in England, this portrait reflects the traditions of Dutch portraiture, evidence of the fluid artistic exchange that existed between the two countries. Jonson was born in London, received his artistic training in Amsterdam, and spent the last 20 years of his career in the Dutch Republic.. For this prominent merchant's daughter, sparkling jewels and expensive lace were proud evidence of wealth.",347
149421,1978.73,The Farm at the Entrance of the Wood,"Rosa Bonheur (French, 1822–1899)",1860–80,oil on fabric,Modern European Painting and Sculpture,"France, 19th century",Painting,"One of the most celebrated female artists of the 19th century, Bonheur established an international reputation by exhibiting at the Paris Salons. Empress Eug​é​nie, wife of Napoleon III, visited her studio to personally confer the Legion of Honor, making Bonheur the first woman to receive the award. This painting may have been inspired by the rustic houses in the vicinity of the Forest of Fontainebleau, where Bonheur lived for more than 40 years.","Bonheur's artistic work led her to pastures, fairs, and even slaughterhouses—unlikely places for a proper 19th- century lady. Long dresses were too cumbersome for her rugged lifestyle; in order to wear trousers on the job she had to seek permission from the local government.",https://openaccess-cdn.clevelandart.org/1978.73/1978.73_web.jpg,https://clevelandart.org/art/1978.73,"One of the most celebrated female artists of the 19th century, Bonheur established an international reputation by exhibiting at the Paris Salons. Empress Eug​é​nie, wife of Napoleon III, visited her studio to personally confer the Legion of Honor, making Bonheur the first woman to receive the award. This painting may have been inspired by the rustic houses in the vicinity of the Forest of Fontainebleau, where Bonheur lived for more than 40 years.",,,,"The Farm at the Entrance of the Wood. by Rosa Bonheur (French, 1822–1899). oil on fabric. France, 19th century. Painting. One of the most celebrated female artists of the 19th century, Bonheur established an international reputation by exhibiting at the Paris Salons. Empress Eug​é​nie, wife of Napoleon III, visited her studio to personally confer the Legion of Honor, making Bonheur the first woman to receive the award. This painting may have been inspired by the rustic houses in the vicinity of the Forest of Fontainebleau, where Bonheur lived for more than 40 years.. Bonheur's artistic work led her to pastures, fairs, and even slaughterhouses—unlikely places for a proper 19th- century lady. Long dresses were too cumbersome for her rugged lifestyle; in order to wear trousers on the job she had to seek permission from the local government.",348
